date,txn_id,type,category,subcategory,description,amount,payment_method,outlet,note
2025-12-09,T12750,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,7691.49,Cash,Cheras,pending receipt
2025-12-09,T12751,income,Other Income,Gift Card,Cheras - Merchandise,933.8,Bank Transfer,Cheras,
2025-12-09,T12752,income,Other Income,Workshop Ticket,Cheras - Merchandise,345.61,DuitNow,Cheras,urgent
2025-12-09,T12753,income,Other Income,Merchandise,Cheras - Merchandise,561.93,DuitNow,Cheras,dobule check
2025-12-09,T12754,income,Sales - Takeaway,Bread Loaf,Cheras - Bread Loaf,222.82,DuitNow,Cheras,check w boss
2025-12-09,T12755,income,Sales - Takeaway,Bread Loaf,Cheras - Bread Loaf,774,Bank Transfer,Cheras,check w boss
2025-12-20,T13547,expense,Equipment,New Fridge,SS15 - New Fridge,2355.49,Credit Card,SS15,
2025-12-22,T13528,expense,Delivery Platforms,FoodPanda Commission,SS15 - FoodPanda Commission,663.81,Credit Card,SS15,urgent
2025-12-09,T13548,expense,Delivery Platforms,FoodPanda Commission,SS15 - FoodPanda Commission,878.55,DuitNow,SS15,urgent
2025-12-09,T13643,expense,COGS - Ingredients,Sugar,Cheras - Sugar,1062.41,Cash,Cheras,
2025-12-10,T12756,income,Sales - Takeaway,Coffee,SS15 - Bread Loaf,754.09,GrabPay,SS15,dobule check
2025-12-10,T12757,income,Sales - Catering,Wedding,SS15 - Corporate Order,6651.11,GrabPay,SS15,
2025-12-10,T12758,income,Other Income,Merchandise,SS15 - Gift Card,1033.07,TnG eWallet,SS15,sofi invoice
2025-12-10,T12759,income,Sales - Catering,Corporate Order,SS15 - Event,7290.38,GrabPay,SS15,
2025-12-10,T12760,income,Sales - Takeaway,Coffee,SS15 - Bread Loaf,488.27,Bank Transfer,SS15,dobule check
2025-12-10,T12761,income,Sales - Dine In,Coffee,SS15 - Pastries,1494.54,DuitNow,SS15,recurring
2025-12-10,T12762,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,770.48,GrabPay,SS15,reimbursed
2025-12-10,T12763,income,Other Income,Merchandise,SS15 - Gift Card,439.71,DuitNow,SS15,reimbursed
2025-12-10,T12764,income,Sales - Takeaway,Coffee,Bangsar - Coffee,131.99,Credit Card,Bangsar,
2025-12-10,T12765,income,Other Income,Merchandise,Bangsar - Workshop Ticket,484.78,GrabPay,Bangsar,sofi invoice
2025-12-10,T12766,income,Sales - Catering,Event,Bangsar - Event,3011.27,Bank Transfer,Bangsar,reimbursed
2025-12-10,T12767,income,Sales - Catering,Wedding,Bangsar - Event,7446.94,DuitNow,Bangsar,
2025-12-10,T12768,income,Sales - Dine In,Set Lunch,Bangsar - Pastries,1482.01,Bank Transfer,Bangsar,
2025-12-10,T12769,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,284.52,DuitNow,Bangsar,
2025-12-10,T12770,income,Sales - Catering,Event,Bangsar - Corporate Order,3250.52,DuitNow,Bangsar,reimbursed
2025-12-10,T12771,income,Sales - Delivery,ShopeeFood,Bangsar - ShopeeFood,1134.77,Bank Transfer,Bangsar,reimbursed
2025-12-10,T12772,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,949.91,TnG eWallet,Bangsar,
2025-12-10,T12773,income,Other Income,Merchandise,Bangsar - Merchandise,954.1,GrabPay,Bangsar,
2025-12-10,T12774,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,1287.16,Bank Transfer,Bangsar,urgent
2025-12-10,T12775,income,Other Income,Merchandise,Cheras - Gift Card,359.47,Cash,Cheras,
2025-12-10,T12776,income,Sales - Dine In,Cakes,Cheras - Coffee,1860.9,GrabPay,Cheras,pending receipt
2025-12-10,T12777,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,398.02,Credit Card,Cheras,
2025-12-10,T12778,income,Sales - Catering,Wedding,Cheras - Corporate Order,6777.72,Credit Card,Cheras,
2025-12-10,T12779,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1449.65,Cash,Cheras,
2025-12-10,T12780,income,Sales - Dine In,Set Lunch,Cheras - Coffee,1509.4,GrabPay,Cheras,dobule check
2025-12-10,T12781,income,Sales - Catering,Corporate Order,Cheras - Event,7530.31,Cash,Cheras,
2025-12-10,T12782,income,Sales - Dine In,Pastries,Cheras - Pastries,418.54,GrabPay,Cheras,recurring
2025-12-10,T12783,income,Sales - Delivery,GrabFood,Cheras - GrabFood,666.08,Bank Transfer,Cheras,
2025-12-10,T12784,income,Other Income,Gift Card,Cheras - Merchandise,958.57,Bank Transfer,Cheras,reimbursed
2025-12-11,T12785,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,1259.31,Cash,SS15,recurring
2025-12-11,T12786,income,Sales - Catering,Event,SS15 - Wedding,4185.63,GrabPay,SS15,check w boss
2025-12-11,T12787,income,Sales - Dine In,Pastries,SS15 - Set Lunch,1418.41,TnG eWallet,SS15,pending receipt
2025-12-11,T12788,income,Other Income,Workshop Ticket,SS15 - Merchandise,1195.65,TnG eWallet,SS15,sofi invoice
2025-12-11,T12789,income,Other Income,Workshop Ticket,SS15 - Merchandise,1052.31,GrabPay,SS15,
2025-12-11,T12790,income,Sales - Takeaway,Bread Loaf,SS15 - Coffee,91.26,Bank Transfer,SS15,check w boss
2025-12-11,T12791,income,Sales - Takeaway,Coffee,SS15 - Coffee,890.38,GrabPay,SS15,
2025-12-11,T12792,income,Sales - Catering,Wedding,SS15 - Corporate Order,4221.4,DuitNow,SS15,pending receipt
2025-12-11,T12793,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1091.13,Credit Card,SS15,
2025-12-11,T12794,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,86.08,Bank Transfer,SS15,pending receipt
2025-12-11,T12795,income,Sales - Dine In,Set Lunch,SS15 - Set Lunch,725.76,Credit Card,SS15,sofi invoice
2025-12-11,T12796,income,Sales - Catering,Event,SS15 - Corporate Order,2688.1,Credit Card,SS15,reimbursed
2025-12-11,T12797,income,Sales - Dine In,Coffee,Bangsar - Cakes,231.35,Cash,Bangsar,reimbursed
2025-12-11,T12798,income,Sales - Catering,Event,Bangsar - Event,7061.11,Credit Card,Bangsar,
2025-12-11,T12799,income,Sales - Catering,Corporate Order,Bangsar - Event,914.03,Cash,Bangsar,sofi invoice
2025-12-11,T12800,income,Sales - Takeaway,Pastries,Bangsar - Pastries,434.2,TnG eWallet,Bangsar,reimbursed
2025-12-11,T12801,income,Sales - Catering,Wedding,Bangsar - Event,4831.79,Cash,Bangsar,sofi invoice
2025-12-11,T12802,income,Other Income,Workshop Ticket,Bangsar - Merchandise,1064.08,TnG eWallet,Bangsar,
2025-12-11,T12803,income,Sales - Takeaway,Bread Loaf,Bangsar - Pastries,441.39,Credit Card,Bangsar,urgent
2025-12-11,T12804,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,954.52,GrabPay,Bangsar,pending receipt
2025-12-11,T12805,income,Sales - Dine In,Pastries,Bangsar - Pastries,1401.68,DuitNow,Bangsar,sofi invoice
2025-12-11,T12806,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,629.04,Bank Transfer,Bangsar,
2025-12-11,T12807,income,Other Income,Workshop Ticket,Bangsar - Gift Card,1156.29,DuitNow,Bangsar,urgent
2025-12-11,T12808,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,120.62,GrabPay,Cheras,sofi invoice
2025-12-11,T12809,income,Other Income,Gift Card,Cheras - Merchandise,1165.85,DuitNow,Cheras,
2025-12-11,T12810,income,Sales - Takeaway,Coffee,Cheras - Pastries,437.95,Bank Transfer,Cheras,
2025-12-11,T12811,income,Sales - Catering,Event,Cheras - Event,3235.8,DuitNow,Cheras,
2025-12-11,T12812,income,Sales - Catering,Wedding,Cheras - Corporate Order,7175.84,TnG eWallet,Cheras,
2025-12-11,T12813,income,Other Income,Workshop Ticket,Cheras - Gift Card,599.95,TnG eWallet,Cheras,pending receipt
2025-12-11,T12814,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,7935.76,GrabPay,Cheras,dobule check
2025-12-11,T12815,income,Other Income,Gift Card,Cheras - Merchandise,949.06,Bank Transfer,Cheras,
2025-12-11,T12816,income,Sales - Catering,Event,Cheras - Corporate Order,6519.52,Cash,Cheras,
2025-12-11,T12817,income,Sales - Delivery,FoodPanda,Cheras - FoodPanda,84.9,Bank Transfer,Cheras,urgent
2025-12-11,T12818,income,Sales - Catering,Event,Cheras - Wedding,2267.34,Cash,Cheras,
2025-12-11,T12819,income,Other Income,Merchandise,Cheras - Merchandise,608.91,Cash,Cheras,
2025-12-11,T12820,income,Sales - Catering,Corporate Order,Cheras - Wedding,6025.24,GrabPay,Cheras,
2025-12-12,T12821,income,Sales - Catering,Event,SS15 - Corporate Order,4247.46,TnG eWallet,SS15,
2025-12-12,T12822,income,Sales - Delivery,ShopeeFood,SS15 - GrabFood,472.44,TnG eWallet,SS15,recurring
2025-12-12,T12823,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,822.96,Credit Card,SS15,sofi invoice
2025-12-12,T12824,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,494.62,TnG eWallet,SS15,sofi invoice
2025-12-12,T12825,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,1100.23,DuitNow,SS15,
2025-12-12,T12826,income,Sales - Takeaway,Pastries,SS15 - Pastries,497.45,Credit Card,SS15,recurring
2025-12-12,T12827,income,Sales - Dine In,Pastries,SS15 - Coffee,1982.65,Cash,SS15,sofi invoice
2025-12-12,T12828,income,Other Income,Merchandise,SS15 - Merchandise,596.43,Bank Transfer,SS15,sofi invoice
2025-12-12,T12829,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,958.44,GrabPay,SS15,urgent
2025-12-12,T12830,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,1160.13,Bank Transfer,SS15,check w boss
2025-12-12,T12831,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,327.51,TnG eWallet,SS15,
2025-12-12,T12832,income,Sales - Catering,Event,SS15 - Wedding,7491.44,TnG eWallet,SS15,urgent
2025-12-12,T12833,income,Sales - Takeaway,Bread Loaf,SS15 - Bread Loaf,366.97,Credit Card,SS15,
2025-12-12,T12834,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,172.78,GrabPay,Bangsar,
2025-12-12,T12835,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,1250.52,Bank Transfer,Bangsar,check w boss
2025-12-12,T12836,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,546.6,DuitNow,Bangsar,urgent
2025-12-12,T12837,income,Sales - Delivery,GrabFood,Bangsar - FoodPanda,383.39,Bank Transfer,Bangsar,
2025-12-12,T12838,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,200.85,TnG eWallet,Bangsar,pending receipt
2025-12-12,T12839,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,820.31,Cash,Bangsar,urgent
2025-12-12,T12840,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,287.03,TnG eWallet,Bangsar,pending receipt
2025-12-12,T12841,income,Sales - Catering,Wedding,Bangsar - Event,3938.12,Credit Card,Bangsar,
2025-12-12,T12842,income,Sales - Dine In,Cakes,Bangsar - Cakes,2354.33,Bank Transfer,Bangsar,recurring
2025-12-12,T12843,income,Sales - Catering,Wedding,Bangsar - Event,2677.34,TnG eWallet,Bangsar,
2025-12-12,T12844,income,Other Income,Gift Card,Bangsar - Merchandise,1112.99,GrabPay,Bangsar,check w boss
2025-12-12,T12845,income,Sales - Catering,Event,Bangsar - Event,8274.37,Credit Card,Bangsar,
2025-12-12,T12846,income,Sales - Catering,Corporate Order,Bangsar - Event,6583.24,GrabPay,Bangsar,recurring
2025-12-12,T12847,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,835.45,TnG eWallet,Cheras,pending receipt
2025-12-12,T12848,income,Other Income,Workshop Ticket,Cheras - Gift Card,274.84,Credit Card,Cheras,dobule check
2025-12-12,T12849,income,Sales - Takeaway,Pastries,Cheras - Coffee,446.81,GrabPay,Cheras,sofi invoice
2025-12-12,T12850,income,Sales - Dine In,Cakes,Cheras - Set Lunch,1005.73,Cash,Cheras,pending receipt
2025-12-12,T12851,income,Other Income,Gift Card,Cheras - Gift Card,708.83,Credit Card,Cheras,
2025-12-12,T12852,income,Sales - Catering,Corporate Order,Cheras - Wedding,4736.63,GrabPay,Cheras,urgent
2025-12-12,T12853,income,Other Income,Merchandise,Cheras - Workshop Ticket,203.42,DuitNow,Cheras,urgent
2025-12-12,T12854,income,Sales - Dine In,Set Lunch,Cheras - Pastries,1015.35,GrabPay,Cheras,
2025-12-12,T12855,income,Sales - Dine In,Pastries,Cheras - Cakes,1126.23,DuitNow,Cheras,recurring
2025-12-10,T13642,expense,Equipment,New Fridge,Cheras - Oven Repair,861.66,Credit Card,Cheras,reimbursed
2025-12-11,T13612,expense,Admin,SSM,Bangsar - Stationery,31.48,TnG eWallet,Bangsar,
2025-12-10,T13653,expense,Delivery Platforms,GrabFood Commission,Cheras - FoodPanda Commission,1033.3,TnG eWallet,Cheras,check w boss
2025-12-11,T13618,expense,Staff - OT,Extended Hours,Cheras - Public Holiday,590.8,Credit Card,Cheras,
2025-12-12,T13631,expense,Utilities,Gas,Cheras - Water,824.22,Bank Transfer,Cheras,check w boss
2025-12-12,T13638,expense,Admin,Stationery,Cheras - Stationery,255.3,DuitNow,Cheras,check w boss
2025-12-12,T13640,expense,Utilities,Water,Cheras - Water,1205.53,Cash,Cheras,
2025-12-13,T12856,income,Sales - Dine In,Coffee,SS15 - Coffee,614.11,TnG eWallet,SS15,reimbursed
2025-12-13,T12857,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,1563.51,DuitNow,SS15,
2025-12-13,T12858,income,Other Income,Gift Card,SS15 - Merchandise,680.05,TnG eWallet,SS15,
2025-12-13,T12859,income,Other Income,Workshop Ticket,SS15 - Merchandise,202.69,Cash,SS15,urgent
2025-12-13,T12860,income,Sales - Catering,Corporate Order,SS15 - Wedding,3381.6,DuitNow,SS15,
2025-12-13,T12861,income,Sales - Dine In,Cakes,SS15 - Pastries,539.26,TnG eWallet,SS15,urgent
2025-12-13,T12862,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1230.01,TnG eWallet,SS15,pending receipt
2025-12-13,T12863,income,Sales - Dine In,Set Lunch,SS15 - Cakes,731.05,Credit Card,SS15,
2025-12-13,T12864,income,Other Income,Gift Card,SS15 - Workshop Ticket,1007.87,Bank Transfer,SS15,urgent
2025-12-13,T12865,income,Sales - Catering,Wedding,SS15 - Corporate Order,2407.61,Bank Transfer,SS15,dobule check
2025-12-13,T12866,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,924.86,TnG eWallet,SS15,pending receipt
2025-12-13,T12867,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,119.54,GrabPay,SS15,reimbursed
2025-12-13,T12868,income,Sales - Dine In,Coffee,SS15 - Cakes,2164,GrabPay,SS15,
2025-12-13,T12869,income,Other Income,Gift Card,Bangsar - Merchandise,1113.85,Bank Transfer,Bangsar,pending receipt
2025-12-13,T12870,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,1397.05,Credit Card,Bangsar,dobule check
2025-12-13,T12871,income,Other Income,Gift Card,Bangsar - Gift Card,337.66,TnG eWallet,Bangsar,reimbursed
2025-12-13,T12872,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,489.38,DuitNow,Bangsar,sofi invoice
2025-12-13,T12873,income,Sales - Delivery,GrabFood,Bangsar - FoodPanda,1321.26,GrabPay,Bangsar,recurring
2025-12-13,T12874,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,578.01,Bank Transfer,Bangsar,check w boss
2025-12-13,T12875,income,Sales - Catering,Corporate Order,Bangsar - Event,2624.49,TnG eWallet,Bangsar,dobule check
2025-12-13,T12876,income,Other Income,Gift Card,Bangsar - Gift Card,744.95,Bank Transfer,Bangsar,
2025-12-13,T12877,income,Sales - Catering,Wedding,Bangsar - Event,2490.95,Cash,Bangsar,reimbursed
2025-12-13,T12878,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,304.9,Credit Card,Bangsar,recurring
2025-12-13,T12879,income,Sales - Dine In,Cakes,Bangsar - Cakes,532.56,GrabPay,Bangsar,
2025-12-13,T12880,income,Sales - Catering,Corporate Order,Bangsar - Wedding,1400.36,Credit Card,Bangsar,
2025-12-13,T12881,income,Sales - Catering,Event,Bangsar - Corporate Order,2892.63,Credit Card,Bangsar,recurring
2025-12-13,T12882,income,Other Income,Workshop Ticket,Bangsar - Gift Card,861.66,DuitNow,Bangsar,sofi invoice
2025-12-13,T12883,income,Sales - Catering,Event,Bangsar - Wedding,2183.18,DuitNow,Bangsar,
2025-12-13,T12884,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,1154.69,Cash,Cheras,dobule check
2025-12-13,T12885,income,Sales - Catering,Wedding,Cheras - Wedding,2830.86,Cash,Cheras,check w boss
2025-12-13,T12886,income,Sales - Delivery,FoodPanda,Cheras - ShopeeFood,472.83,Cash,Cheras,reimbursed
2025-12-13,T12887,income,Sales - Catering,Corporate Order,Cheras - Event,2158.66,Cash,Cheras,urgent
2025-12-13,T12888,income,Sales - Catering,Corporate Order,Cheras - Event,2956.65,Bank Transfer,Cheras,
2025-12-13,T12889,income,Other Income,Gift Card,Cheras - Gift Card,190.12,TnG eWallet,Cheras,recurring
2025-12-13,T12890,income,Sales - Dine In,Set Lunch,Cheras - Cakes,1976.84,TnG eWallet,Cheras,pending receipt
2025-12-13,T12891,income,Sales - Catering,Wedding,Cheras - Corporate Order,4921.28,TnG eWallet,Cheras,
2025-12-13,T12892,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,407.86,DuitNow,Cheras,pending receipt
2025-12-12,T13654,expense,Marketing,Influencer,Cheras - FB Ads,191.04,Credit Card,Cheras,urgent
2025-12-13,T12893,income,Other Income,Gift Card,Cheras - Gift Card,926.72,Cash,Cheras,
2025-12-13,T13620,expense,Staff - OT,Weekend,Cheras - Public Holiday,510.04,GrabPay,Cheras,dobule check
2025-12-14,T12894,income,Other Income,Gift Card,SS15 - Gift Card,728.89,Cash,SS15,recurring
2025-12-14,T12895,income,Sales - Dine In,Set Lunch,SS15 - Cakes,1690.61,Cash,SS15,recurring
2025-12-14,T12896,income,Sales - Takeaway,Coffee,SS15 - Pastries,877.15,Credit Card,SS15,
2025-12-14,T12897,income,Sales - Dine In,Set Lunch,SS15 - Pastries,452.53,DuitNow,SS15,
2025-12-14,T12898,income,Sales - Dine In,Cakes,SS15 - Pastries,2165.71,DuitNow,SS15,
2025-12-14,T12899,income,Sales - Dine In,Cakes,SS15 - Pastries,226.42,GrabPay,SS15,dobule check
2025-12-14,T12900,income,Sales - Takeaway,Pastries,SS15 - Pastries,657.15,Credit Card,SS15,recurring
2025-12-14,T12901,income,Sales - Delivery,ShopeeFood,SS15 - GrabFood,455.16,Credit Card,SS15,
2025-12-14,T12902,income,Sales - Dine In,Coffee,SS15 - Coffee,1752.44,Bank Transfer,SS15,urgent
2025-12-14,T12903,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,198.81,Bank Transfer,SS15,
2025-12-14,T12904,income,Other Income,Workshop Ticket,SS15 - Gift Card,1154.68,Credit Card,SS15,pending receipt
2025-12-14,T12905,income,Sales - Catering,Event,Bangsar - Wedding,940.89,GrabPay,Bangsar,sofi invoice
2025-12-14,T12906,income,Sales - Dine In,Set Lunch,Bangsar - Pastries,1308.5,DuitNow,Bangsar,
2025-12-14,T12907,income,Other Income,Gift Card,Bangsar - Workshop Ticket,654.26,TnG eWallet,Bangsar,reimbursed
2025-12-14,T12908,income,Sales - Takeaway,Pastries,Bangsar - Bread Loaf,895.97,GrabPay,Bangsar,reimbursed
2025-12-14,T12909,income,Sales - Catering,Event,Bangsar - Event,5423.18,GrabPay,Bangsar,check w boss
2025-12-14,T12910,income,Other Income,Gift Card,Bangsar - Workshop Ticket,1091.47,Bank Transfer,Bangsar,pending receipt
2025-12-14,T12911,income,Other Income,Gift Card,Bangsar - Workshop Ticket,1099.69,GrabPay,Bangsar,
2025-12-14,T12912,income,Sales - Catering,Corporate Order,Bangsar - Event,4635.61,Cash,Bangsar,
2025-12-14,T12913,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,494.56,Credit Card,Bangsar,
2025-12-14,T12914,income,Sales - Takeaway,Pastries,Bangsar - Coffee,298.82,Bank Transfer,Bangsar,check w boss
2025-12-14,T12915,income,Sales - Dine In,Cakes,Bangsar - Coffee,602.72,Cash,Bangsar,sofi invoice
2025-12-14,T12916,income,Sales - Dine In,Set Lunch,Bangsar - Set Lunch,1179.8,Cash,Bangsar,reimbursed
2025-12-14,T12917,income,Sales - Catering,Event,Cheras - Event,1694.15,Bank Transfer,Cheras,
2025-12-14,T12918,income,Sales - Takeaway,Pastries,Cheras - Coffee,267.53,Credit Card,Cheras,urgent
2025-12-14,T12919,income,Sales - Delivery,FoodPanda,Cheras - FoodPanda,1147.16,TnG eWallet,Cheras,pending receipt
2025-12-14,T12920,income,Sales - Takeaway,Coffee,Cheras - Coffee,193.45,Credit Card,Cheras,
2025-12-14,T12921,income,Sales - Catering,Wedding,Cheras - Corporate Order,1243.31,Bank Transfer,Cheras,pending receipt
2025-12-14,T12922,income,Sales - Dine In,Coffee,Cheras - Coffee,1645.52,TnG eWallet,Cheras,recurring
2025-12-14,T12923,income,Other Income,Merchandise,Cheras - Gift Card,857.33,Credit Card,Cheras,dobule check
2025-12-14,T12924,income,Sales - Takeaway,Coffee,Cheras - Pastries,810.04,Cash,Cheras,
2025-12-14,T12925,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,705.97,GrabPay,Cheras,sofi invoice
2025-12-14,T12926,income,Sales - Takeaway,Bread Loaf,Cheras - Coffee,652.82,Cash,Cheras,sofi invoice
2025-12-14,T12927,income,Sales - Takeaway,Bread Loaf,Cheras - Bread Loaf,820.87,TnG eWallet,Cheras,
2025-12-14,T12928,income,Sales - Delivery,GrabFood,Cheras - GrabFood,308.07,Cash,Cheras,
2025-12-14,T12929,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,564.5,Bank Transfer,Cheras,pending receipt
2025-12-14,T13621,expense,Utilities,Water,Cheras - Internet,1326.38,TnG eWallet,Cheras,
2025-12-14,T13655,expense,Marketing,Influencer,Cheras - Flyers,1207.55,Cash,Cheras,
2025-12-15,T12930,income,Sales - Catering,Event,SS15 - Event,974.79,Cash,SS15,
2025-12-15,T12931,income,Other Income,Gift Card,SS15 - Merchandise,831.54,Cash,SS15,pending receipt
2025-12-15,T12932,income,Other Income,Workshop Ticket,SS15 - Merchandise,107.73,Bank Transfer,SS15,
2025-12-15,T12933,income,Sales - Takeaway,Coffee,SS15 - Bread Loaf,782.36,GrabPay,SS15,recurring
2025-12-15,T12934,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,1535.44,Cash,SS15,
2025-12-15,T12935,income,Sales - Catering,Corporate Order,SS15 - Wedding,7075.93,TnG eWallet,SS15,reimbursed
2025-12-15,T12936,income,Sales - Takeaway,Pastries,SS15 - Pastries,81.65,Credit Card,SS15,reimbursed
2025-12-15,T12937,income,Sales - Catering,Wedding,SS15 - Event,2525.63,Credit Card,SS15,urgent
2025-12-15,T12938,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1051.67,DuitNow,SS15,sofi invoice
2025-12-15,T12939,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,397.38,GrabPay,Bangsar,
2025-12-15,T12940,income,Sales - Dine In,Pastries,Bangsar - Cakes,2297.2,GrabPay,Bangsar,
2025-12-15,T12941,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,449.66,DuitNow,Bangsar,reimbursed
2025-12-15,T12942,income,Sales - Dine In,Cakes,Bangsar - Pastries,1490.54,GrabPay,Bangsar,
2025-12-15,T12943,income,Other Income,Workshop Ticket,Bangsar - Gift Card,890.95,Bank Transfer,Bangsar,
2025-12-15,T12944,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,1178.12,Cash,Bangsar,urgent
2025-12-15,T12945,income,Sales - Takeaway,Coffee,Bangsar - Coffee,176.14,Bank Transfer,Bangsar,reimbursed
2025-12-15,T12946,income,Sales - Catering,Wedding,Bangsar - Wedding,2093.38,GrabPay,Bangsar,recurring
2025-12-15,T12947,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,1276.79,Bank Transfer,Bangsar,
2025-12-15,T12948,income,Other Income,Merchandise,Bangsar - Merchandise,651.52,Credit Card,Bangsar,
2025-12-15,T12949,income,Sales - Dine In,Coffee,Bangsar - Set Lunch,756.19,GrabPay,Bangsar,
2025-12-15,T12950,income,Sales - Dine In,Coffee,Bangsar - Coffee,1003.74,DuitNow,Bangsar,pending receipt
2025-12-15,T12951,income,Sales - Dine In,Pastries,Bangsar - Coffee,420,TnG eWallet,Bangsar,
2025-12-15,T12952,income,Sales - Catering,Corporate Order,Bangsar - Wedding,3995.41,Cash,Bangsar,
2025-12-15,T12953,income,Sales - Takeaway,Coffee,Cheras - Pastries,380.8,DuitNow,Cheras,reimbursed
2025-12-15,T12954,income,Other Income,Merchandise,Cheras - Merchandise,240.3,Cash,Cheras,
2025-12-15,T12955,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1441.99,Bank Transfer,Cheras,reimbursed
2025-12-15,T12956,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,752.97,GrabPay,Cheras,recurring
2025-12-15,T12957,income,Sales - Catering,Event,Cheras - Wedding,4785.52,DuitNow,Cheras,dobule check
2025-12-15,T12958,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1029.63,TnG eWallet,Cheras,
2025-12-15,T12959,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,349.72,Credit Card,Cheras,dobule check
2025-12-15,T12960,income,Sales - Dine In,Set Lunch,Cheras - Set Lunch,1477.68,GrabPay,Cheras,
2025-12-16,T12961,income,Sales - Dine In,Pastries,SS15 - Cakes,1136,Credit Card,SS15,dobule check
2025-12-16,T12962,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,785.58,TnG eWallet,SS15,
2025-12-16,T12963,income,Other Income,Merchandise,SS15 - Workshop Ticket,881.34,DuitNow,SS15,reimbursed
2025-12-16,T12964,income,Sales - Catering,Event,SS15 - Wedding,2541.38,DuitNow,SS15,dobule check
2025-12-16,T12965,income,Sales - Dine In,Set Lunch,SS15 - Pastries,1839.84,Cash,SS15,dobule check
2025-12-16,T12966,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,640.88,TnG eWallet,SS15,urgent
2025-12-16,T12967,income,Other Income,Workshop Ticket,SS15 - Merchandise,627.13,GrabPay,SS15,check w boss
2025-12-16,T12968,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,1158.79,Credit Card,SS15,dobule check
2025-12-16,T12969,income,Sales - Dine In,Coffee,SS15 - Coffee,389.01,Bank Transfer,SS15,
2025-12-16,T12970,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,1492.49,TnG eWallet,SS15,
2025-12-16,T12971,income,Sales - Dine In,Set Lunch,SS15 - Pastries,601.31,Credit Card,SS15,recurring
2025-12-16,T12972,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,97.12,Credit Card,SS15,pending receipt
2025-12-16,T12973,income,Sales - Catering,Wedding,SS15 - Event,5723.93,Credit Card,SS15,pending receipt
2025-12-16,T12974,income,Sales - Catering,Corporate Order,SS15 - Event,2771.55,Bank Transfer,SS15,reimbursed
2025-12-16,T12975,income,Sales - Dine In,Cakes,Bangsar - Cakes,2306.95,Cash,Bangsar,
